,Unnamed: 0,0
140,140,"Awesome  song it only suitable for doctor Stephen strange, whoever gave dislike might be kaecillious or dormamuor nightmare. I love doctor strange, he is the best in marvel universe.No one can beat him no one is powerful than him, you guys did a great job do more good songs for Dr. Strange"
141,141,Legends never be forgotten
142,142,This song and this movie scene matching is next level
143,143,"OH MY GOD!
""third thing's third"" shows the scene where AO opens his third eye
THAT'S GENIUS!!"
144,144,Editing super no words that tell.... Loved this edition... 
145,145,Mind blowing editing 
146,146,Dr. Strange is a legend.
147,147,The song matches sooo perfectly like it's made for this movie only
148,148,Can't wait to see the second movie! 
149,149,"This song is a legend, that never die "
150,150,"Beautiful... Enjoyable
Hoping to see more videos from you... Specially on Captain America"
151,151,The lyrics really fit with the movie
152,152,"Dr. Strange is my alltime fave in avenger.
He dont need the six stones  to have different powers.
His magic already gave him something to as what the stones can."
153,153,"Это самое крутое ,что я видел в своей жизни. У меня аж мурашки по коже!!!!"
154,154,"This is till date the best ""version"" of believer I hv seen"
155,155,After listening this song I got energy and power.......
156,156,Hats off to the editing
157,157,Dr.Strange is My Fav. Avenger...️
158,158,0:53 is great 
159,159,This song fits his life perfectly:)
160,160,Dr. Strange movie is amazing I wan't Dr.Strange 2.
161,161,I was expecting the soul seperate scene in the drop as it really happened 
162,162,Mind blowing music I love it
163,163,I'm big fan of doctor strange
164,164,"nycc work..  evey scene matchs the song perfectly...

especially
 0:53
its awesome..."
165,165,Can't Describe in words.... Goosebumps 
166,166,"2:14 epico
Me encanto 
I love you DOCTOR STRANGE "
167,167,"Dr strange is a legend ️
I love him 3000"
168,168,That  1:00 scene is amazing I loved it
169,169,The music fits so well
170,170,"Muito bom, muito bom mesmo!"
171,171,"Dr,Strange is amazing character ️ I like It️and song is good ️ I love it️️️️️️......"
172,172,0:53 Goosebumps 
173,173,Sync of the track with soul seperation scene gave me goosebumps
174,174,0:54 literally goosebumps
175,175,Dr. Strange in a nutshell ️
176,176,0:55 That lyrics amazingly synchronise the scene.
177,177,I instantly watched the entire film after this 
178,178,I love marvel because of one hero DOCTOR STRANGE
179,179,I love it!!!
180,180,"""Mister...?""
""Doctor.""
""Mister Doctor?""
""It's Strange."""
181,181,I love it!!!
182,182,This only song that give me Goosebumps Soo High...!!!.. Motivation & Energy  at on another level....!!!
183,183,Dr. Strange is amazing
184,184,Que hombre!!  ️
185,185,"Wow.
Its amazing ️"
186,186,"The only person in the universe who already watched avenger endgame 

Edit - OMG 1.1k like not expected .. thank u for ur love ️️"
187,187,"Strange really went through a lot
#Respect"
188,188,Awesome animation.... Not a second wasted.
189,189,Amo esta cancion
190,190,"if this film has the sondtreck of Beliver on real,  I'll watch it every day! Non stop!!!"
191,191,This just give me goosebumps 
192,192,Love it doctor strange got my respect :D
193,193,"Amazing!!! I love  Doctor Strange, and  your video."
194,194,Believer suits in Doctor Strange so much 
195,195,0:17 I think Dr.Strange is singing the song.
196,196,This is called perfect editing 
197,197,Dr strange has a separate fanbase
198,198,"we got Avengers End Game, only because of Dr.Strange ........!!!!!!"
199,199,love it!
200,200,"Woah nice editing, perfectly timed"
201,201,"My friend is a believer fan thanks for the lyrics
Docter Strange is ""LEGEND"""
202,202,I REALLY LOVE IT
203,203,I just loved this one
204,204,Amarita you go girl you totally earned those 8.9M views!!
205,205,time goes by fast we were watching Harry Potter in 2020 now it's 2022 and The Avengers ah ah the old days. No movie or TV show can replace Harry Potter for me.
206,206,Siento que todas las imágenes quedan de acuerdo a la canción
207,207,This song perfectly describes Doctor Strange
208,208,"Damn this song is wht, just wow️"
209,209,This song sing in 2011 but never old 
210,210,Bir edit ancak bu kadar mükemmel olabilirdi
211,211,How could a human become a avenger but he's my favorite superhero ever
212,212,Amo doctor strange  oye te qdo súper chido m encantó demasiado lo amooooo️️️️️
213,213,Gave me goosebumps when the lyrics absolutely matched with the video at 0:55
214,214,"The bestest video I have seen. 
This song is the most suitable to Doctor strange.
I love it "
215,215,Dr. Strange and spider man always my favourite
216,216,Everything is perfectly synchronized!!
217,217,Dr. Strange is something strange 
218,218,"Iron Man:I Died To Save The World

Dr Strange:Hold My Sling Ring"
219,219,Every legend in one old man's mind️️️
220,220,This actually matches this I love Dr strange I fell into glass when I was 6 with my hands I'm surprised I did not turn out like Dr strange
221,221,This song was made for him...
222,222,Doutor estranho e Wanda são os meus prediletos eu amooo
223,223,"I love the part when the Ancient one fights. 
Doctor strange has a secret power that never USE ARTHIAL MART"
224,224,0:17 already in love with such perfect timing!!!
225,225,Doctor strange is my favorite ️️️
226,226,One of the Dope and the best moment is at 0:53 ..! Instant like at that moment.
227,227,"0:53 so well timed, it's perfect"
228,228,Mi vengador favorito 
229,229,0:54 got goosebumps
230,230,This is so great and I got goosebumps  but my heart is saying hulk will be better for this
231,231,Me too dr. strange is my favorite avenger
232,232,0:53 man that part!!
233,233,Hello buena la canción me emociona xD
234,234,When you realised that to be an avenger you have to go through a lot of pain
235,235,It's very motivated me I love this song  ND also Doctor strange is one of my favorite  one really 
236,236,Power of knowledge. When you are sit in examination room.then this feeling came
237,237,All avengers are my favorite but overall doctor Stephen Strange is my most favorite
238,238,This edit is amazing..... I will watch this until I die. You’re a GOD
239,239,Perfect timing .........love it
240,240,"I'm leaving this comment here so after a month or a year when someone likes it, I get reminded of this song "
241,241,Heart touched
242,242,This is legendary
243,243,One of the perfect man in the Universe..
244,244,when I hear this song I think my heart  touch by this
245,245,The only Man who can calculate and win with any one (including all Avengers)
246,246,"Plot twist:This was the real theme song,but marvel deleted it as it was too OP"
247,247,Just full of  energy
248,248,"Captain America lost his shield.
Thor lost his hair and his hammer.
Thanos lost it all.
Dr.Strange: I'm gonna make fun of Dormammu."
249,249,Pain = Goosebumps
250,250,You showed the whole film in 3 minutes and 27 seconds and that's why   you me a believer
251,251,"Salute to every Avenger
But he's different"
252,252,"0:53 , its cool broo !! i like this :) good job!!!"
253,253,Amor da minha vida em um vídeo só:
254,254,Thank you very much for this song
255,255,"Doctor Strange is some one who is literally ...no words.  
God or Wot"
256,256,Me gusta mucho este tipo de videos relacionados con este  doctor
257,257,0:53 ️ best scene
258,258,I love it doctor strange 
259,259,"He is not only Dr.Strange,,,He is Sherlock Holmes too️️"
260,260,"Perfect timing for ""pain"""
261,261,"Ficou muito massa a edição parabéns apesar do meu personagem favorito ser o ""Thor""
🇧🇷🇧🇷🇧🇷🇧🇷"
262,262,Just Wow 
263,263,2:11 is dope
264,264,"First things first
I'mma say all the words inside my head
I'm fired up and tired of the way that things have been, oh ooh
The way that things have been, oh ooh"
265,265,This edit is so amajin
266,266,Music perfectly fits with the video
267,267,It just keeps getting better and better ️
268,268,Amo a Dr.STRANGE
269,269,5:08 I bet not even all the fireworks in the world can light up my world like you do.
270,270,0:55 was the coolest part according to me.matched with the music.
271,271,Strange believer on fire 
272,272,Doctor Strange is my favourite MCU character! 
273,273,Dr. Strange is the closest Marvel ever got to an anime protagonist.
274,274,Me encanta
275,275,My favorite song ️
276,276,"Dr. Strange was an awesome movie
Cam't wait for the second one and the team-up between Scarlet Witch and Dr. Strange"
277,277,"Doctor Strange even starred in the video ""Believer"""
278,278,Buen personaje.
279,279,A Great song for an amazing hero!
280,280,This makes me want to see doctor strange again-
281,281,Когда песня идеально подходит к видео содержанию
282,282,"We tienes que aprender los tiempos de la música, para así combinarlos bien ."
283,283,Amazing 
284,284,Me encanta
285,285,Dr strange is my favorite character ️
286,286,"Dormamu: I wanna stop

Dr. Strange: We can't"
287,287,The most underrated superhero
288,288,This song fits him so much
289,289,I Love Dr. STRANGE
290,290,Is it necessary for a Sherlock Holmes playing actors(RDJ and Benedict Cumberbatch) to be the best there is????
291,291,Master Edit ️
292,292,I dont belive on strangers but I belive dr . Strange 
293,293,0:54 That was probably the most satisfactory second in the entire history of films for this beat drop
294,294,Best scene when Doctor Strange comes up with the cloth of lavitation
295,295,Editing is just next level
296,296,This song is cool. You can put this in any superhero scene.
297,297,Doctor strange is the real legend
298,298,Benedict actually looks so much alike doc.strange even in comics and everything
299,299,"This song suits,, Dr STRANGE "
300,300,Benedict Cumberbatch is the best actor
301,301,"Who doesn't love doctor strange 
So powerful, and greater responsibility to save timeline "
302,302,i love this song so much
303,303,"""Strange was meant to be the best of us"""
304,304,"First things first
I'ma say all the words inside my head
I'm fired up and tired of the way that things have been, oh-ooh
The way that things have been, oh-ooh"
305,305,"i love this song so satisfiying good it,s my favourite song"
306,306,Dr. Strange and Scarlet Witch are my favorites. ️
307,307,essa é a minha  música preferida
308,308,To infinity and beyond !!!
309,309,DOCTOR STRANGE- UNSTOPPABLE  THIS SONG NEVER GETS OLD   SUCH A LEGENDARY SONG LOVEED BY MOST OF PEOPLE
310,310,Amazing
311,311,Legends never die
312,312,Doctor strange 
313,313,This is never old 
314,314,I Love This song 
315,315,My favorite character of all Marvel. 
316,316,um grande herói 🇧🇷
317,317,"That scene with Dormammu, 'mai yahape ek sauda karne aya' that loop was awesome."
318,318,"me:*watching video*
me after some minutes: does everything doctor strange did and hope that something will happen"
319,319,Perfecto!!!!!!!
320,320,My fav song with my crush ... this is magnificent :'3
321,321,This is great
322,322,"First things first 
I'ma say all the words inside my head

I'm fired up and tired of the way"
323,323,My favourite is always Doctor strange
324,324,Old is gold 
325,325,When I heard this song for the first time I thought this song was of doctor strange 
326,326,Only legends can fell doctor strange
327,327,This amazing!
328,328,man...first watched this back in 2018... then got introduced to this song then started my journey of discovering great songs... now after 3 years watching this... man the memories
329,329,Doctor strange is my favourite character
330,330,Super song bro keep it up man  nice editing
331,331,I love dr strange
332,332,This would actually be a great trailer 
333,333,너무잘어울려....너무잘어울려 진짜....
334,334,This man can do anything
335,335,It's looks like an adventurous film...
336,336,Me encanta believer
337,337,Dr strange is the most powerful marvel character     ️ ️ ️
338,338,I Love Dr. Strange 15/8/2019️
339,339,My fav song with my fav Avenger what more could I ask for
340,340,Doctor Strange is so COOL
341,341,2:11 best moment for me 
342,342,The legendary song forever
343,343,Love you Doctor Strange
344,344,Strongest and coolest avenger !!
345,345,The only man who bring back captain America and iron man
346,346,1:43 anyone can realize why he is master in his work
347,347,Doctor strang is the perfect person for time stone
348,348,Very nicely edited.
349,349,Best edit I have ever seen thank all the love I could give.
350,350,"This song is my favourite,,"
351,351,Dr.Strange my favourite Avenger
352,352,"Tilda Swinton stole the show in this movie.  I really enjoyed this, but she was awesome."
353,353,والله  اغنية حلوه
354,354,He is the most powerful hero i ever seen   
355,355,"Dr strange 1 of my favourite Avenger 
And you are 1 of my favourite youtuber ️️"
356,356,Perfect word suits here perfectly...
357,357,"Thor and strange are the Dam coolest avengers.
Specialy as they were shown in avengers infinity war"
358,358,"Matches with storyline 
"" Pain really made him believer """
359,359,Different accents and different dialects. Motivation / study / fight music.
360,360,just imagine if he didn't text while driving
361,361,No words to say
362,362,The beauty of his eyes whoa
363,363,Journey of strange 
364,364,The most awesome power is that you can control time.
365,365,Although its released before corona pandemic. Really Nostradamus work by the owner
366,366,"Doctor strange and imagine dragons 
Perfect mashup"
367,367,My favorite character forever
368,368,"He's Fantastic Magician...
He's Awesome Doctor
But most importantly...
He's BEST Driver.."
369,369,wow this music is so good
370,370,This song will never old
371,371,"First things first
I'ma say all the words inside my head
I'm fired up and tired of the way that things have been, oh ooh
The way that things have been, oh ooh"
372,372,This song is made for doctor strange
373,373,seriously mind blowing
374,374,i love this song
375,375,i still wonder how powerful ancient one is
376,376,This is my favourite version of this song
377,377,This music fits the background story of movie!!!
378,378,"I m from India...
Love for dr strange from India ️️
We all love Marvel's movies 
Nice usa.."
379,379,I love this song
380,380,"0:53 
Perfect timing ! Keep up the good work"
381,381,really loved it .........
382,382,el ancestral es una crack!!!!
383,383,0:55 PERFECT
384,384,I love  this song
385,385,2:04 the perfect transition
386,386,0:55 that's perfect.
387,387,gracias a esta canción me hice fan de el doctor strange y de beliver laik si tu tambien
388,388,"Comic energy flowing through my body


Just electrifying "
389,389,Editing is super 
390,390,So powerful!
391,391,Let's see how many people still watching this masterpiece in 2022
392,392,2:00 it was lit 
393,393,Beautiful
394,394,Que bueno que el doctor Strench se esforzo
395,395,Dr. Strange is my favorite.
396,396,I salute to to all the  VFX team
397,397,This song is like doctor handwriting 
398,398,Doctor strange is a powerful man
399,399,The video perfectly match this song
400,400,Like si te gusta esta música
401,401,Well it's been a week I'm cmng daily to this video ... Such an amazing edit!
402,402,Sin duda esta película fue el remake de el aprendiz de brujo jajaja pero más genial
403,403,I love Stephen strange ️️
404,404,Amazing 
405,405,0:53 best part
406,406,I love Doctor Stange
407,407,"Dr. Strange افضل ممثل 
— تمثيله ابداااعع —️"
408,408,Fav song with my fav Avenger what more could I ask for
409,409,0:54  awesomee.. really awesome just awesome
410,410,This is awesome
411,411,One of most Underrated Movie
412,412,Strange is more than the infinity stones
413,413,Legend watch after 4 years 
414,414,Perfect.
415,415,Dr strange is my 2nd favorite avenger thank toy for make this
416,416,Right after doctor strange cumberbatch really felt natural in his role it's like he was born for this. Really love to watch upcoming dr. Strange movies ;)
417,417,Dr Strange is my favourite avenger  
418,418,I loove dr strange..he is my fav avenger..can t wait for dr strange 2
419,419,When I listen beliver i get motivated
420,420,0:53 ..... It matched perfectly with the bass
421,421,"Multiverse of madness would be of next level. 
Waiting for that edit"
422,422,j'adore Doctorstranger c'est un sorcier il protège son monde et multivers️🇺🇲
423,423,MARVEL FOREVER 
424,424,One of the finest cinema made in time
425,425,I love this song
426,426,Wow. Doctor stranger. Is.  So.  Cool. And. Stupendous
427,427,"it's my favorite video, it looks great on you, i love dr strange"
428,428,Multiverse of madness 
429,429,i love the song
430,430,This man is what i call : 
431,431,the best song i heard in my life
432,432,Heart touching
433,433,2:12 scene was best
434,434,I love this song ️ from india 🇮🇳
435,435,Imagine how much lighting was needed for is this movie
436,436,"Doctor Strange: Thanos
Thanos: What, Give me the stone
Doctor Strange: I come to Bargain"
437,437,Who ever made this song is a genius
438,438,Hermosooo
439,439,The most powerful Avenger
440,440,"Amaizing, just.... amaizing...."
441,441,I love this song
442,442,"Great editing,video is super"
443,443,He's the only person who can see the future
444,444,This is literally suitable on doctor strange
445,445,"Sin la magia de D.S., no hubieran vuelto los vengadores en Endgame y nunca hubiesen podido derrotar a Thanos."
446,446,"There are numerous edits with this song for many super heroes, 
But everyone should agree that this drstrange version is ultimate! "
447,447,"So, the point is, The Ancient One made Dr. Strange a believer in magic."
448,448,The king of time 
449,449,Amazing song
450,450,"Oh my, 1080p is insane!"
451,451,Wow at speed 2x is great(a la velocidad 2x es increíble)
452,452,No-one can defeat once he turns into evil
453,453,Wow I love this song  
454,454,"This gold will never get old️
Edit : OMG 75 likes!! Mamaaa I'm famous.. 
*feels that i exist"
455,455,Wonderful song
456,456,I love this type of videos
457,457,es la mejor musica con la mejor pelicula
458,458,"First things first
I'ma say all the words inside my head
I'm fired up and tired of the way that things have been, oh ooh
The way that things have been, oh ooh"
459,459,Legend music and I very like it
460,460,Iron man is my favorite but I like doctor strange alot
461,461,I love this song
462,462,"the best combo :
doctor strange, banner and stark."
463,463,"15:53 When I get home, get ready because I am not letting you go. Not a second. I miss you that much."
464,464,I think gods themselves come to marvel to edit the movies.These movies take real skills to be edit so beautifully
465,465,"He is source of suprem ️️beacuse he have time stone with him , which is powerful than other infinity stones"
466,466,"i love the doctor strangeee :D and good video , Is the best!!!!"
467,467,Forget Venom! I will always stan my Doctor 
468,468,"God level edit sir 
Hats off"
469,469,Imagine dragons ️
470,470,Amazing song
471,471,Really watching after 4 years 
472,472,"Amazing ️️️
0:54 was lit"
473,473,I love doctor stranger 
474,474,We love u doc !
475,475,Always Chris Hemsworth AKA Thor ️
476,476,perfect song
477,477,Dr. Strange 
478,478,0:55 who else like this part??
479,479,"I see this thousands of times each day
This is better than the believer orginal"
480,480,Who forgot that there was a song running at the background??  ️
481,481,The fact that this edit has 21m views speaks for itself.
482,482,la mejor cancion
483,483,Dr strange my favorite
484,484,Favourite song
485,485,I am waiting for dr strange part 2
486,486,YOUR ARE RIGHT DOCTOR STRANGE IS THE MY NUMBER ONE BEST MOVIE EVER SO YOU ARE AWESOME!!!!! 
487,487,Amarita con que aplicaciones editas tus videos?
488,488,This song is like a fine wine 
489,489,Very good editing
490,490,"Medicine have no power 
Feelings can make a man stand
If we do anything through the heart we can do anything"
491,491,"“I don’t believe in fairytales about chakras, or energy, or the power of belief.”"
492,492,"Captain America: Whatever It Takes
Iron Man: Iron Man
Thor: Thunder
Dr Strange: Believer"
493,493,"This song is fit best with any type of video gaming , movie , comedy ,mystery, thriller and best thing without copyright"
494,494,Perfect song with action
495,495,He is one of my fav avengers
496,496,Hail!!! The believer!!!
497,497,Captain America and Starnge are my favorite from marvel
498,498,3:23 oh~ sweetest  and saddest part~
499,499,He could be a perfect choice for the new qvengers leader
500,500,Dr. Strange and iron man are my favorite avengers.
501,501,"Doctor: accepts magic exist 
Sherlock: we have been drugged with some patches in ground through fog
(Source: sherlock s03 I suppose the hound episode)"
502,502,LOVE THIS SONG I'M A BELIEVER AWESOME MATCH THROUGHOUT THE VIDEO WTH MAGIC
503,503,LOVE DR. STRANGE LOVE UNIVERSE
504,504,When i here this song. I was motivated
505,505,Wow that's awesome man
506,506,Doctor Strange 
507,507,Best Sean soul out 
508,508,️
509,509,Only man who can iron man back!!!
510,510,"What a performance, emotions, action really wonderful"
511,511,Now be prepared to make it again on multiverse of madness
512,512,0:54 Who_else_got_goosebumps_here
513,513,Faz um vídeo assim com os jovems titãs
514,514,I love this 
515,515,Doctor strange is one of my favourite avenger
516,516,En güzel Believer klibi olabilir 
517,517,"Doctor Strange, LOVE YOU 14,000,605 "
518,518,i felt like this song was made for this
519,519,This was the best ever
520,520,Doctor Strange ️️
521,521,"Strange vs Wanda will be a good match, if strange is at his full might"
522,522,Best edit
523,523,Dr strange acting and 
524,524,Best song I ever listened
525,525,Awesome edit
526,526,Am I the only one who thinks the Ancient One is actually cute for her age (750 years)?
527,527,"Believer
 Lyrics
(Imagine Dragons
)"
528,528,Are we going to ignore that dr. Strange plan was riding on a rat accidentally stepping on a button
529,529,"I'm leaving this comment here so after a month or a year when someone  likes it, I get reminded of this song 



12K"
530,530,I love this song very much
531,531,Who Is Watching This In 2022 When Doctor strange 2 Coming ? 
532,532,0:54 Perfect drop doesn't exist.
533,533,This song is power and massive
534,534,My Most Most Favourite Actor 
535,535,Dr. Strange 
536,536,Once you start listening any song in 1.25X speed there is no turning back
537,537,Dr. Strange is powerful AVENGER and my favorite Avenger and character of Avenger franchise.
538,538,"When anyone who is your favourite superhero 
Someone will say cap
Someone will say tony"
539,539,Nothing is best than marvel .each and every hero is fab
540,540,Nice video! New sub!
541,541,I love Benedict Cumberbatch 
542,542,wooow  the song was amazing
543,543,Wow 
544,544,"Benedict Cumberbatch God level actor, his sherlock and Dr strange both are MARVELOUS"
545,545,Amazing
546,546,song was matching with dr strange
547,547,It s really good song 
548,548,WoWW! Best mix!!!
549,549,"Dr.Strange my Favorite 
I like this video make more we,ll follow you"
550,550,A petion to make a updated version once madness in the multiverse comes out
551,551,Dr strange power is what buddha experienced when he was fighting demon troops
552,552,"Love You Dr Strange
From NEPAL"
